Unnamed: 0,ID,State,Date,text,sentiments_x,Phase,simpleSenti,Topic,Pandemic_Phase
343,1.2958908577160684e+18,Indiana,2020-08-19,"as students return to campuses across the nation, it is more important than ever to wear a mask when in public spaces, frequently wash hands, and practice strict social distancing. additionally if you have concernsâ€¦ https://t.co/rh90ecn4wb",0.206666666666667,P2,Positive,Mask,Post_Lockdown
344,1.2960796035602555e+18,Ohio,2020-08-19,"another five-ish mile, forty-ish minute slow and steady run on a gorgeous am...perfect running weather!  ðÿœž #covid19running #wearamaskðÿ˜·  #alive #feelinggood #garminrunning  #arthritictoe  #neighborhoodrunâ€¦ https://t.co/nlvd6duwn8",0.210416666666667,P2,Positive,Mask,Post_Lockdown
345,1.29614087745527e+18,West Virginia,2020-08-19,"living up to your expectations #yourlifeyourway #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢
â€¢
â€¢
â€¢
â€¢ size 2 @lavish_wv 
â€¢
â€¢
â€¢
make your life extra ________ ðÿ‘¸ðÿ”¥â¤ï¸â€¦ https://t.co/bga2lfquuh",0.0852272727272727,P2,Neutral,Mask,Post_Lockdown
346,1.296148300899459e+18,Pennsylvania,2020-08-19,"open houses are back. 
check out 1521 melon st tomorrow   thursday from 5 to 6:30 pm.  wear a mask! @ fairmount https://t.co/xyy5konrap",0.0,P2,Neutral,Mask,Post_Lockdown
347,1.2961554339844956e+18,Pennsylvania,2020-08-19,"remember before quarantine when i got to cook for my friends!? ðÿ˜­ðÿ˜¢
.
.
.
this was so easy, all i did was make the pie crust. the inside is an instant lemon pudding jawn.
i canâ€™t remember if i made the whipped creamâ€¦ https://t.co/uyjctjvwur",0.216666666666667,P2,Positive,Mask,Post_Lockdown
348,1.2961695017305088e+18,Indiana,2020-08-19,"holly kramer, md, mph retweeted

https://t.co/siywvy7j3a

@nkfmdde

immunosuppressed patients need us all to wear masks. nkf staff are stepping up to the task! â€œi am wearing a mask because i love my family and friends who areâ€¦ https://t.co/n8dvtewysa",0.5,P2,Positive,Mask,Post_Lockdown
349,1.2961794159493775e+18,Pennsylvania,2020-08-19,"our big man is officially a college student! cramey, i am so proud of you, and so excited for you! these next four years fly by, so enjoy every moment! stay safe, go to class, practice hard and wear your mask! seeâ€¦ https://t.co/wt0s57ihul",0.338020833333333,P2,Positive,Mask,Post_Lockdown
350,1.2894204162560614e+18,Indiana,2020-08-01,been trying to manage this whole situation with covid and training at the same time. sadly i pulled/strained my groin and only been able to really do upper body workouts. sadly the fight got postponed until 2021.â€¦ https://t.co/51lrkno2jn,-0.0428571428571428,P2,Neutral,Mask,Post_Lockdown
351,1.2894267314140652e+18,Indiana,2020-08-01,been trying to manage this whole situation with covid and training at the same time. sadly i pulled/strained my groin and only been able to really do upper body workouts. sadly the fight got postponed until 2021.â€¦ https://t.co/a47x3lmzoe,-0.0428571428571428,P2,Neutral,Mask,Post_Lockdown
352,1.289554277392765e+18,Michigan,2020-08-01,"itâ€™s been awhile since my last post. but this canadian dad has been busy!
covid-19 has undeniably changed our landscape. but that hasnâ€™t stopped my girl from continuing to pursue her dreams! dropped her off thisâ€¦ https://t.co/ojin8vvwmc",0.078125,P2,Neutral,Mask,Post_Lockdown
353,1.2896173736164595e+18,Pennsylvania,2020-08-01,"@ocean363 @expanseonprime hey! ðÿ˜„

what the nice lady said; and we get a bonus 5th season sometime this winter.  timing is everything; they wrapped in toronto just as covid was exploding everywhere.",0.6,P2,Positive,Mask,Post_Lockdown
354,1.289636463429038e+18,Indiana,2020-08-01,"happy 65th to my mama!!! #birthday #love #socialdistancing #masks #masksuck #family #howmanymorecelebrationslikethis @ bloomington, indiana https://t.co/dzrypikfgb",0.75,P2,Positive,Mask,Post_Lockdown
355,1.2897220330858988e+18,West Virginia,2020-08-02,"blog post âœï¸

if this is your first year of teaching, chances are this is nothing like you imagined it would be starting. although i didnâ€™t have to contend with face masks, social distancing, and a pandemic, my firstâ€¦ https://t.co/4ttilg1zes",0.133333333333333,P2,Positive,Mask,Post_Lockdown
356,1.2964758511570534e+18,Pennsylvania,2020-08-20,"not a bad july for thesomersteam !! ðÿ’¯ðÿ’¯

always gets back to mindset and action !  and hard work and client advocacy!

things obviously still happening during a pandemic âš¡âš¡.

interested in buying or selling ?  we areâ€¦ https://t.co/kl2cynh0ic",0.0850694444444444,P2,Neutral,Mask,Post_Lockdown
357,1.2964931897177252e+18,Pennsylvania,2020-08-20,"ladies night every thursday 5-8pm with
$6 studio fee for the entire evening + bisque. seating is distanced &amp; limited, please wear a mask, weâ€™ll be wearing one too.  snacks &amp; drinks welcome.  reservations recommendedâ€¦ https://t.co/zxncldvb0v",0.242857142857143,P2,Positive,Mask,Post_Lockdown
358,1.2965488920630108e+18,West Virginia,2020-08-20,"charlie angeles #vibes #mood lol ðÿ˜œðÿ™œðÿ»ðÿ’•ðÿ¤©ðÿ˜˜ #twining look with #bestie 

living up to your expectations #yourlifeyourway #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢
â€¢
â€¢
â€¢
â€¢ size 8 (â€¦ https://t.co/4djjauqkt6",0.485227272727273,P2,Positive,Mask,Post_Lockdown
359,1.2965688662864036e+18,Ohio,2020-08-20,"magic... twenty four hour pickle juice brine.. smoked with pecan and apple..life is good #ohioproud #ohiopoultry #forkresponsibly #foodtruckmafia #wearamask @ dublin, ohio https://t.co/470fjupqae",0.6,P2,Positive,Mask,Post_Lockdown
360,1.2965795358157414e+18,Ohio,2020-08-20,"awesome and totally unexpected package from @oneontaalumni! thanks @lmadelone and friends! looking forward to aug 31! #redday2020 #socialdistance #wearamask @ beavercreek, ohio https://t.co/oxofqhgwy3",0.479166666666667,P2,Positive,Mask,Post_Lockdown
361,1.2967514612259676e+18,Ohio,2020-08-21,i'm ready...lol! #workflow #ppe #lck #friday #muddywaters @ rickenbacker international airport https://t.co/nzqsoaydmr,0.0,P2,Neutral,Mask,Post_Lockdown
362,1.2967750884155471e+18,Pennsylvania,2020-08-21,"you know that you are staying in a hotel where the staff remember s how many butter and jelly you need.

what happened is that due to the pandemic and the local government's instructions, there is no dine-in forâ€¦ https://t.co/bh7hdvm5vv",0.125,P2,Positive,Mask,Post_Lockdown
363,1.2968346061596915e+18,Pennsylvania,2020-08-21,"do the right thing. wear a mask ðÿ˜·. social distance.
â€¢
â€¢
#allin #gosu #healthyhawks #riverhawkpride @ susquehanna university https://t.co/27wjx9izrz",0.15952380952381,P2,Positive,Mask,Post_Lockdown
364,1.296865112545022e+18,Ohio,2020-08-21,"oh man. finding a solo corner to sit, de-mask, and collect your thoughts is going to be the lifeblood of an in-person teacher this year. #covid #backtoschool @ north ridgeville, ohio https://t.co/0qyuqrwxfp",0.0,P2,Neutral,Mask,Post_Lockdown
365,1.2968656524651848e+18,Pennsylvania,2020-08-21,another covid settlement completed!  this first time buyer is so happy i know heâ€™s smiling under that mask!! #sellphilly #buyphilly #forsttimebuyer #phillyrealestate #phillyrealestateagent #phillyrealtorâ€¦ https://t.co/7y3crehy4w,0.625,P2,Positive,Mask,Post_Lockdown
366,1.2968685923743089e+18,Michigan,2020-08-21,"welcome to detroit.

oh no! pixel tape in detroit!

oh dtw never change...

ðÿš temporarily out of service due to the ongoing pandemic. thank you for your understanding. 

password on point. 

individually wrappedâ€¦ https://t.co/hgblslwc0x",0.291666666666667,P2,Positive,Mask,Post_Lockdown
367,1.2968856338861711e+18,Pennsylvania,2020-08-21,"we take social distancing seriously because we care about our students and their families. all of our team members have ppe, including n95 masks. we are ready to bring music to your students this new academic year!â€¦ https://t.co/q4ebd1jovp",0.0072727272727272,P2,Neutral,Mask,Post_Lockdown
368,1.2968945843337708e+18,Indiana,2020-08-21,"national kidney foundation
@nkf
with #covid19 cases continuing to rise in some states, you should continue wearing a facemask, hand washing, and socialâ€¦ https://t.co/3yi12tyn4g",0.0333333333333333,P2,Neutral,Mask,Post_Lockdown
369,1.2969025231404275e+18,Indiana,2020-08-21,"chronic disease coalition
@chronicrights
#weareallvulnerable - wearing a face mask helps stop the spread of covid-19. cdcgov
determines that 40% of those positive for the virus do not show symptoms - when we allâ€¦ https://t.co/lkrorfkbk4",0.227272727272727,P2,Positive,Mask,Post_Lockdown
370,1.2969178061649715e+18,Pennsylvania,2020-08-21,"#burlesque. our 7.30 show is sold out (social distancing strictly  observed, no walk in), but we have a few tickets left for 10pm. online sales only, no door sales. masks have to be worn at all times. emma_gee_kellyâ€¦ https://t.co/4xqhrklpod",-0.0416666666666666,P2,Neutral,Mask,Post_Lockdown
371,1.29692237393399e+18,West Virginia,2020-08-21,"patâ€™s speed shop covid mask available $8 each picked up or $10 shipped #covid #faceprotection #compliance @ pat's speed shop, european auto parts &amp; service https://t.co/1ahqnlfjil",0.2,P2,Positive,Mask,Post_Lockdown
372,1.2969462072150303e+18,Indiana,2020-08-21,#thisistheway #babyyoda #wearamask @ target avon https://t.co/fenyp5eflz,0.0,P2,Neutral,Mask,Post_Lockdown
373,1.2969789142380585e+18,Michigan,2020-08-22,"go big or go big.  one thousand percent dunk @nikesb @medicom_toy drops tomorrow, 8/22/20 at the shop.   fcfs. one per customer.   please respect social distancing when you cruise up.  wear a mask while waiting as weâ€¦ https://t.co/ib6oheo6rq",0.0111111111111111,P2,Neutral,Mask,Post_Lockdown
374,1.2969839634000486e+18,Ohio,2020-08-22,"masks âž¡ï¸... made from fabric âž¡ï¸... that was an alcohol ink painting i did! 
some lucky people will get gifted one ... ðÿ˜‰ 
#artisfun  #abstractart  #abstract_art  #wearamask  #wearart  #ohioartist  #ohioartathomeâ€¦ https://t.co/4z3nhgdjj5",0.416666666666667,P2,Positive,Mask,Post_Lockdown
375,1.2969978859181135e+18,West Virginia,2020-08-22,"#friyay #weekend mood ðÿ˜˜â¤ï¸ðÿ”¥ðÿ™œðÿ»ðÿ¤©ðÿ’• 
â€¢
â€¢
â€¢
living up to your expectations #yourlifeyourway #workit #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢
â€¢
â€¢
â€¢
â€¢ size 4 long sleeve open backâ€¦ https://t.co/vmcspu7bu3",0.0301136363636363,P2,Neutral,Mask,Post_Lockdown
376,1.2969988266796892e+18,West Virginia,2020-08-22,"#friyay ready for #weekend ðÿ˜˜â¤ï¸ðÿ”¥ðÿ™œðÿ»ðÿ¤©ðÿ’• 
â€¢
â€¢
â€¢
living up to your expectations #yourlifeyourway #workit #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢
â€¢
â€¢
â€¢
â€¢ size 6 ( royal) , size 0â€¦ https://t.co/odiwpoptqf",0.185227272727273,P2,Positive,Mask,Post_Lockdown
377,1.2970007852853944e+18,West Virginia,2020-08-22,"#friyay walking into #weekend like ðÿ˜˜â¤ï¸ðÿ”¥ðÿ™œðÿ»ðÿ¤©ðÿ’• 
â€¢
â€¢
â€¢
living up to your expectations #yourlifeyourway #workit #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢
â€¢
â€¢
â€¢
â€¢ size 4 @lavish_wvâ€¦ https://t.co/gz9jjvtcsg",0.170454545454545,P2,Positive,Mask,Post_Lockdown
378,1.2972212897201395e+18,Pennsylvania,2020-08-22,"giraffes, masks, hand sanitizer @ philadelphia zoo https://t.co/sjof7bvidk",0.0,P2,Neutral,Mask,Post_Lockdown
379,1.297256300158636e+18,Ohio,2020-08-22,staff at osu marion pass out ppe to students. #buckeyestrong #inthistogetherohio #fallsemester @ the ohio state university at marion https://t.co/i01bvk6ltu,0.0,P2,Neutral,Mask,Post_Lockdown
380,1.2972579843855237e+18,Ohio,2020-08-22,40ish minute 5 miler...relaxing run today...good and neededðÿœž #covid19running #wearamaskðÿ˜·  #alive #feelinggood #garminrunning  #arthritictoe  #neighborhoodrun #neighborhood #run #running #runnersofinstagramâ€¦ https://t.co/rlp4uvim5i,0.1,P2,Positive,Mask,Post_Lockdown
381,1.2973056249553715e+18,West Virginia,2020-08-22,"#weekendvibes ðÿ˜˜â¤ï¸ðÿ”¥ðÿ™œðÿ»ðÿ¤©ðÿ’• 
â€¢
â€¢
â€¢
living up to your expectations #yourlifeyourway #workit #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢
â€¢
â€¢
â€¢
â€¢ size 2 @lavish_wv 
â€¢
â€¢
â€¢
make your lifeâ€¦ https://t.co/zzwzzmwxpi",0.170454545454545,P2,Positive,Mask,Post_Lockdown
382,1.2975759159379886e+18,Pennsylvania,2020-08-23,"#photocontest starts tomorrow! 

#togetherindiana 

#indianaisthiscool

 #wearamask #washyourhands #takethe14 #avoidlargegatherings 

#protectindiana @ indiana, pennsylvania https://t.co/hurxnjnyux",0.0,P2,Neutral,Mask,Post_Lockdown
383,1.2976303529203343e+18,Pennsylvania,2020-08-23,if i gotta wear a mask so does old honest abe @ gettysburg national military park https://t.co/ghnt6fy9wr,0.2,P2,Positive,Mask,Post_Lockdown
384,1.2978950440080876e+18,Ohio,2020-08-24,love our street and our neighbors!  out of the mouths of babes comes truth...40ish minute 5 miler...relaxing run today...good and neededðÿœž #covid19running #wearamaskðÿ˜·  #alive #feelinggood #garminrunning  #arthritictoeâ€¦ https://t.co/1vda4p6jaz,0.3625,P2,Positive,Mask,Post_Lockdown
385,1.2979510597097472e+18,Ohio,2020-08-24,"covid may have stopped a lot of our programming, but we are still growing! our basement dressing room areas are being fixed up and revamped for future performers! cody carr is a boy scout that has taken up thisâ€¦ https://t.co/azbjtk6964",0.05,P2,Neutral,Mask,Post_Lockdown
386,1.2980324966767534e+18,Ohio,2020-08-24,first 7th grade match #3 with the bump #lincolnviewlancers #volleyballðÿ #sports #winners #limitedseating #maskup #socialdistancing #grandkidsarethebest #grandkids #memories #herewegoagain @ lincolnview elementary https://t.co/0wcsqurij5,0.275,P2,Positive,Mask,Post_Lockdown
387,1.298063291042992e+18,West Virginia,2020-08-25,"living up to your expectations #yourlifeyourway #workit #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢ 
â€¢
â€¢
â€¢
make your life extra ________ ðÿ‘¸ðÿ”¥â¤ï¸ 
â€¢
â€¢
â€¢#lavishbridalandpromboutiqueâ€¦ https://t.co/tawls5kmty",0.0852272727272727,P2,Neutral,Mask,Post_Lockdown
388,1.2984141573985976e+18,Kentucky,2020-08-26,"gov. andy beshear has chastised republican legislator consulting with dr. pepper. and the soft drink made a brief appearance at tuesdayâ€™s press conference. #covid19 @ georgetown, kentucky https://t.co/ikhjhes8kh",0.05,P2,Neutral,Mask,Post_Lockdown
389,1.298590559746044e+18,Pennsylvania,2020-08-26,"call that boy a â›„â›„â›„â›„â›„â›„ ""frosty""
cold on the outside but they soft on the inside.... #biga1804 #frosty #youtuber #act #wendys #chocolate #luxury #mansion #hiohop #covid #mask #6feet 
 
video credit: casounds @ wendy's https://t.co/rm2vrx2rw9",-0.166666666666667,P2,Negative,Mask,Post_Lockdown
390,1.2986513488634184e+18,Michigan,2020-08-26,"core groups continue tonight with girls night!   
come hang out with the dynamic duo ashley_lueschen &amp; @guitargeek1313 tonight at 7pm in the botanical gardens.   

please remember masks &amp; safe social distancingâ€¦ https://t.co/p96awkdjmi",0.177777777777778,P2,Positive,Mask,Post_Lockdown
391,1.298679697836974e+18,Indiana,2020-08-26,"my calendar shows tomorrow night is the @deftones show. of course, that was pre-covid. it's been rescheduled to sept 2, 2021. will see if that happens. 

i'm reminded of their last stop in 2016 at the egyptian room.â€¦ https://t.co/sygfry81g3",0.0,P2,Neutral,Mask,Post_Lockdown
392,1.2987796852081992e+18,West Virginia,2020-08-27,"living up to your expectations #yourlifeyourway #workit #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢
â€¢
â€¢
â€¢
â€¢ size 0 @lavish_wv 
â€¢
â€¢
â€¢
make your life extra ________ ðÿ‘¸ðÿ”¥â¤ï¸â€¦ https://t.co/0nth6fqo5u",0.0852272727272727,P2,Neutral,Mask,Post_Lockdown
393,1.2987817771258716e+18,West Virginia,2020-08-27,"making life happier! ðÿ’™ðÿ’™ðÿ’™
living up to your expectations #yourlifeyourway #workit #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢
â€¢
â€¢
â€¢
â€¢ all are either size 8 or 10 @lavish_wvâ€¦ https://t.co/gbqaijkqjy",0.170454545454545,P2,Positive,Mask,Post_Lockdown
394,1.29885318276907e+18,Ohio,2020-08-27,"this is what 7 am looks like on laundry day. enjoying the quiet with my spawn, wifi so i can work, and free drying today. funny how life looks now. #wfh #laundromatsofinstagram #busymom #maskon @ the wash house and cafe https://t.co/0s3gyyrss4",0.2875,P2,Positive,Mask,Post_Lockdown
395,1.298945583454081e+18,Pennsylvania,2020-08-27,"hereâ€™s a 30 second spot i captured motion + stills for wind casino bethlehem.
.
.
.
.
#amatucciphotography #amatucci #photography ##casino #valet #mask #blackjack #covid19 #covidmask #covidmasks  #sonya7rivâ€¦ https://t.co/z4rjpgdxfc",0.0,P2,Neutral,Mask,Post_Lockdown
396,1.2989694715965972e+18,Pennsylvania,2020-08-27,"listen to #snoopy he knows what it's all about. #life is hard enough. try to stay #positive. order the buffalo wings. ðÿ˜‰

#peanuts
#thursdayvibes 
#wearamask
#happyfridayeve @ glenolden,â€¦ https://t.co/xhaxda7coh",-0.0214646464646464,P2,Neutral,Mask,Post_Lockdown
397,1.2990296259983892e+18,Pennsylvania,2020-08-27,"does your student need a chrome book for the start of school? bring your students id number, an id for the adult and wear a mask.  (masks and 6ft distance required at the site).  it took me about 15 minutes at mlkâ€¦ https://t.co/d0umyb0p1k",0.1,P2,Positive,Mask,Post_Lockdown
398,1.2990321740714063e+18,Pennsylvania,2020-08-27,after 2 cancelations #rsd2020 part 1 is on this saturday at ayp! doors open at 11am. come in &amp; grab limited edition #vinyl &amp; #rsd giveaways. wear a mask &amp; see you on saturday. #angryoungandpoor #punk #metal #rockâ€¦ https://t.co/hazyyz2drg,-0.0357142857142857,P2,Neutral,Mask,Post_Lockdown
399,1.2990344154573414e+18,Pennsylvania,2020-08-27,selfie promotion. get yours here https://t.co/pnr1r9msaq #thanosthursday #thanoswasright #masks #masksup #covid_19 #facemasks #threadlessâ€¦ https://t.co/jfimmt5rel,0.0,P2,Neutral,Mask,Post_Lockdown
400,1.2990599043936092e+18,Pennsylvania,2020-08-27,"rec center reminder: wear a cloth face covering to help prevent the spread of covid-19 throughout all areas of the rec center. yes, even while using equipment. @ kutztown university recreational services https://t.co/edgxuiixk1",-0.1,P2,Negative,Mask,Post_Lockdown
401,1.2990935741773087e+18,Pennsylvania,2020-08-27,try the new peach &amp; chipotle bbq wings @vargabar! outdoor dining til 10pm every night! #maskrequired #wearamask #pattywantwingy @ varga bar https://t.co/aeibexxgic,0.213068181818182,P2,Positive,Mask,Post_Lockdown
402,1.299140814707122e+18,Michigan,2020-08-28,"another trick shot video dropped!! this time, itâ€™s pretty sickðÿ˜ðÿ”¥ðÿˆâš¾ï¸âš½ï¸ðÿ€ðÿ“
link in bio!ðÿ˜

#sports #trickshot #covid #quarantine #sick #allsports @ reed city, michigan https://t.co/agrx1s6jzl",-0.452380952380952,P2,Negative,Mask,Post_Lockdown
403,1.2991474231477985e+18,West Virginia,2020-08-28,"making life happier! ðÿ’™ðÿ’™ðÿ’™
living up to your expectations #yourlifeyourway #workit #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢
â€¢
â€¢
â€¢
â€¢ size 4 @lavish_wv 
â€¢
â€¢
â€¢
make your lifeâ€¦ https://t.co/2gd1dkemfa",0.170454545454545,P2,Positive,Mask,Post_Lockdown
404,1.299147702744363e+18,West Virginia,2020-08-28,"making life happier! ðÿ’™ðÿ’™ðÿ’™
living up to your expectations #yourlifeyourway #workit #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢
â€¢
â€¢
â€¢
â€¢ size 2, 14 @lavish_wv 
â€¢
â€¢
â€¢
make your lifeâ€¦ https://t.co/pv4kcgu4m1",0.170454545454545,P2,Positive,Mask,Post_Lockdown
405,1.2993212099144947e+18,Ohio,2020-08-28,"i am proud to announce my participation in this year's ohioana book fest. due to covid-19, it is completely virtual. i will wear my pyjamas while recovering from abdominal surgery, so this works out perfectly!â€¦ https://t.co/wcns6msa2b",0.44375,P2,Positive,Mask,Post_Lockdown
406,1.299403229202178e+18,Michigan,2020-08-28,"first day of school michigantech 

this is my new classroom. 

stay safe @mtuhuskies , follow safety guidelines, wear a mask, and keep your #community safe. @ houghton, michigan https://t.co/1vtketguel",0.346590909090909,P2,Positive,Mask,Post_Lockdown
407,1.29941448205e+18,Indiana,2020-08-28,"viva la salsa!  join us in september!

face masks required, limited rotations and all you can use hand sanitizer! @ latin expressions dance company (le) https://t.co/p4ppnnlklm",-0.0892857142857142,P2,Neutral,Mask,Post_Lockdown
408,1.2994476633357025e+18,West Virginia,2020-08-28,"making life happier! ðÿ’™ðÿ’™ðÿ’™
living up to your expectations #yourlifeyourway #workit #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢
â€¢
â€¢
â€¢
â€¢ size 2 @lavish_wvâ€¦ https://t.co/fmykzhmjrx",0.170454545454545,P2,Positive,Mask,Post_Lockdown
409,1.2994490917519892e+18,West Virginia,2020-08-28,"making life happier! ðÿ’™ðÿ’™ðÿ’™
living up to your expectations #yourlifeyourway #workit #makelifehappen #lifeexperience 
pandemic doesnâ€™t stop life to live on! 
ðÿ’•ðÿ¥°ðÿ”¥ðÿ¤©ðÿ˜ðÿ˜œðÿ˜˜
â€¢
â€¢
â€¢
â€¢
â€¢ @rachelallan style #4147 #navy #iridescentâ€¦ https://t.co/mag8ggwt9b",0.170454545454545,P2,Positive,Mask,Post_Lockdown
410,1.2995256408242012e+18,Indiana,2020-08-29,"caterpillar trade happened tonight at the burrow. artafterclass brought me these and i sent her home with three monarch caterpillars. i canâ€™t blame this behavior on covid-19. simple truth, we are both nature lovers!â€¦ https://t.co/ibffbzkddz",0.0,P2,Neutral,Mask,Post_Lockdown
411,1.2995451035440783e+18,Indiana,2020-08-29,"indiana these numbers have not gone down........we have to remember we are in a pandemic #wearyourmask #weareinapandemic #weareinthistogether #stayvigilant @ indianapolis, indiana https://t.co/c7fkmtidfz",0.0,P2,Neutral,Mask,Post_Lockdown
412,1.2996480162368512e+18,Michigan,2020-08-29,the quarantine tapes: the mask (1994)  https://t.co/hi8acg4kue,0.0,P2,Neutral,Mask,Post_Lockdown
413,1.299704335127937e+18,West Virginia,2020-08-29,"j6745 size 8 @lavish_wv 
#lavishbridalandpromboutique #newarrivals 
â€¢
â€¢
â€¢
https://t.co/mo8jvlqe9r
â€¢
â€¢
â€¢
living up to your expectations #yourlifeyourway #workit #makelifehappen #lifeexperience 
pandemicâ€¦ https://t.co/uowbosalva",0.0,P2,Neutral,Mask,Post_Lockdown
414,1.2997156486630728e+18,Ohio,2020-08-29,"the new norm at the corlew stadium gate. 
#socialdistancing #hardworkbutworthit
#maskup #iwantaseason #warriorway @ corlew stadium https://t.co/fcp3xjjcml",0.136363636363636,P2,Positive,Mask,Post_Lockdown
415,1.2998166136806892e+18,Ohio,2020-08-29,"itâ€™s finally saturday and you know what that means ðÿž¤. karaoke night starts at 7 p.m. and we canâ€™t wait to see you!
#karaokenight #saturdayvibes #funtimes #foodanddrinks #wearamaskðÿ˜· @ barmacy bar &amp; grill https://t.co/hmuk2vkizz",0.0,P2,Neutral,Mask,Post_Lockdown
416,1.299831527895978e+18,Ohio,2020-08-29,covid weddings are weird but still so much fun - congrats danrotella and morg_timm1 ðÿ™œðÿ¼ðÿ‘ðÿ¼ðÿ’ðÿ‘°ðÿ¤µ #columbusohio #wedding #covidwedding #maskson @ scioto audubon metro park https://t.co/rj7uosm1fg,-0.1,P2,Negative,Mask,Post_Lockdown
417,1.2899332775964508e+18,Michigan,2020-08-02,@neilclark66 the human race wil survive covid-19 with or without masks.  how many will die unnecessarily because they live among others who refuse to take even the simplest precautions?  #wearamask,0.059090909090909,P2,Neutral,Mask,Post_Lockdown
418,1.2900180049571635e+18,Pennsylvania,2020-08-02,"how to make a shitty situation into a fun one. i love the new mask thnx @arminvanbuuren ! ðÿ˜¬ðÿ˜¬ðÿ˜¬ðÿ˜ðÿ˜ðÿ¤ðÿ¼ðÿ¤ðÿ¼ðÿ™œðÿ¼ðÿ‘ðÿ¼ðÿ‘ðÿ¼ #arminvanbuuren #blahblahblah #edm #trance #pandemic #mask #summervibes @ pittsburgh, pennsylvania https://t.co/bcc6cex7dd",0.323484848484848,P2,Positive,Mask,Post_Lockdown
419,1.290040497021444e+18,Kentucky,2020-08-02,"i don't know who needs to hear it, but putting used masks in trash cans, putting used gloves in trash cans, and getting shopping carts back to the cart carousels does not put you at greater risk of covid. startâ€¦ https://t.co/njdhd09ugn",0.25,P2,Positive,Mask,Post_Lockdown
420,1.29004431999112e+18,Ohio,2020-08-02,"at one of our favorite ohio wineries! ðÿ¥°ðÿ·ðÿ· enjoyed a great dinner on the patio, social distancing and masks everywhere. thank you laurello for following some great systems to keep us all safe. we appreciate you!!! ðÿ˜žðÿ˜·â€¦ https://t.co/8ejyxcoifx",0.533556547619048,P2,Positive,Mask,Post_Lockdown
421,1.2900456689799247e+18,Ohio,2020-08-02,"grab your mask &amp; hand sanitizer and step out for a moment #djconviction will be taking request until 11pm  #danassoulfoodkitchen will be open until 10 #nocovercharge @ waldorf lodge76,royal temple41 ibpoelksworld https://t.co/z5gb8tes7u",0.0,P2,Neutral,Mask,Post_Lockdown
422,1.300076193673339e+18,Indiana,2020-08-30,"had an awesome social distancing meet-up in the park yesterday afternoon with some friends &amp; familyðÿœžðÿœ³...we each came with our chairs, lunch, masks and enjoyed the weather &amp; seeing each otherðÿ¥° @ wicker memorial park https://t.co/hhob86aylg",0.352083333333333,P2,Positive,Mask,Post_Lockdown
423,1.300226144604582e+18,Pennsylvania,2020-08-31,"#marypoppins  
wear your face mask step in time! 

cover your mouth please michael, we are not catching covid!

supercovidnineteenisoutrageouslycontagious! @ altoona, pennsylvania https://t.co/8skifoe9hh",-0.46875,P2,Negative,Mask,Post_Lockdown
